Year,Month,Make,Model,Count,Reg Date
2023,Jul,VOLKSWAGEN,ID.4,63,2023-07-01
2023,Jul,VOLKSWAGEN,ID.5,15,2023-07-01
2023,Jul,VOLVO,XC40,6,2023-07-01
2023,Aug,NISSAN,LEAF,372,2023-08-01
2023,Aug,BYD,ATTO 3,131,2023-08-01
2023,Aug,MG,4,96,2023-08-01
2023,Aug,MG,ZS,72,2023-08-01
2023,Aug,TESLA,MODEL Y,72,2023-08-01
2023,Aug,FORD,MUSTANG MACH-E,53,2023-08-01
2023,Aug,KIA,NIRO,51,2023-08-01
2023,Aug,VOLKSWAGEN,ID.4,46,2023-08-01
2023,Aug,BMW,I,37,2023-08-01
2023,Aug,KIA,EV6,34,2023-08-01
2023,Aug,TESLA,MODEL 3,32,2023-08-01
2023,Aug,HYUNDAI,KONA,22,2023-08-01
2023,Aug,PEUGEOT,E-208,21,2023-08-01
2023,Aug,POLESTAR,POLESTAR 2,20,2023-08-01
2023,Aug,BMW,X1,17,2023-08-01
2023,Aug,MERCEDES-BENZ,EQA,14,2023-08-01
2023,Aug,MERCEDES-BENZ,EQB,13,2023-08-01
2023,Aug,VOLVO,XC40,13,2023-08-01
2023,Aug,MINI,HATCH,12,2023-08-01
2023,Aug,HYUNDAI,IONIQ,11,2023-08-01
2023,Aug,HYUNDAI,IONIQ 6,11,2023-08-01
2023,Aug,AUDI,Q4 E-TRON,10,2023-08-01
2023,Aug,VOLKSWAGEN,ID.5,10,2023-08-01
2023,Aug,TESLA,MODEL S,9,2023-08-01
2023,Aug,PEUGEOT,E-2008,8,2023-08-01
2023,Aug,OPEL,MOKKA,8,2023-08-01
2023,Aug,GWM,ORA,7,2023-08-01
2023,Aug,HYUNDAI,IONIQ 5,7,2023-08-01
2023,Aug,MERCEDES-BENZ,EQE,6,2023-08-01
2023,Aug,BMW,4 SERIES,5,2023-08-01
2023,Aug,FIAT,500E,4,2023-08-01
2023,Aug,OPEL,CORSA,4,2023-08-01
2023,Aug,AUDI,E-TRON,2,2023-08-01
2023,Aug,BMW,I3,2,2023-08-01
2023,Aug,LEXUS,UX300E,2,2023-08-01
2023,Aug,MERCEDES-BENZ,EQC,2,2023-08-01
2023,Aug,MITSUBISHI,EK,2,2023-08-01
2023,Aug,AUDI,E-TRON GT,1,2023-08-01
2023,Aug,CITROEN,C4,1,2023-08-01
2023,Aug,FIAT,ABARTH 500E,1,2023-08-01
2023,Aug,HONDA,E,1,2023-08-01
2023,Aug,MERCEDES-BENZ,V-CLASS,1,2023-08-01
2023,Aug,MITSUBISHI,I-MIEV,1,2023-08-01
2023,Aug,NISSAN,E-NV200,1,2023-08-01
2023,Aug,NISSAN,NV200,1,2023-08-01
2023,Aug,SMART,FORTWO,1,2023-08-01
2023,Aug,VOLKSWAGEN,GOLF,1,2023-08-01
2023,Aug,VOLVO,C40,1,2023-08-01
2023,Sep,AUDI,E-TRON,8,2023-09-01
2023,Sep,AUDI,Q4 E-TRON,43,2023-09-01
2023,Sep,AUDI,Q8 E-TRON,10,2023-09-01
2023,Sep,BMW,4 SERIES,11,2023-09-01
2023,Sep,BMW,I,38,2023-09-01
2023,Sep,BMW,I3,1,2023-09-01
2023,Sep,BMW,X1,9,2023-09-01
2023,Sep,BYD,ATTO 3,136,2023-09-01
2023,Sep,BYD,DOLPHIN,107,2023-09-01
2023,Sep,BYD,E6H,4,2023-09-01
2023,Sep,CITROEN,C4,4,2023-09-01
2023,Sep,CUPRA,BORN,21,2023-09-01
2023,Sep,FIAT,500E,4,2023-09-01
2023,Sep,FORD,MUSTANG MACH-E,48,2023-09-01
2023,Sep,GWM,ORA,10,2023-09-01
2023,Sep,HYUNDAI,IONIQ,7,2023-09-01
2023,Sep,HYUNDAI,IONIQ 5,13,2023-09-01
2023,Sep,HYUNDAI,IONIQ 6,7,2023-09-01
2023,Sep,HYUNDAI,KONA,50,2023-09-01
2023,Sep,JAGUAR,I-PACE,1,2023-09-01
2023,Sep,KIA,EV6,45,2023-09-01
2023,Sep,KIA,NIRO,70,2023-09-01
2023,Sep,KIA,NIRO PLUS,1,2023-09-01
2023,Sep,LEXUS,RZ,1,2023-09-01
2023,Sep,LEXUS,UX300E,7,2023-09-01
2023,Sep,LOTUS,ELETRE,1,2023-09-01
2023,Sep,MERCEDES-BENZ,EQA,13,2023-09-01
2023,Sep,MERCEDES-BENZ,EQB,5,2023-09-01
2023,Sep,MERCEDES-BENZ,EQC,1,2023-09-01
2023,Sep,MERCEDES-BENZ,EQE,19,2023-09-01
2023,Sep,MERCEDES-BENZ,EQS,5,2023-09-01
2023,Sep,MERCEDES-BENZ,V-CLASS,1,2023-09-01
2023,Sep,MG,4,250,2023-09-01
2023,Sep,MG,ZS,85,2023-09-01
2023,Sep,MINI,HATCH,15,2023-09-01
2023,Sep,MITSUBISHI,I-MIEV,1,2023-09-01
2023,Sep,MITSUBISHI,MINICAB,2,2023-09-01
2023,Sep,NISSAN,ARIYA,7,2023-09-01
2023,Sep,NISSAN,E-NV200,2,2023-09-01
2023,Sep,NISSAN,LEAF,463,2023-09-01
2023,Sep,OPEL,CORSA,10,2023-09-01
2023,Sep,OPEL,MOKKA,8,2023-09-01
2023,Sep,PEUGEOT,208,37,2023-09-01
2023,Sep,PEUGEOT,2008,14,2023-09-01
2023,Sep,PEUGEOT,E-208,7,2023-09-01
2023,Sep,PEUGEOT,E-2008,2,2023-09-01
2023,Sep,POLESTAR,POLESTAR 2,37,2023-09-01
2023,Sep,PORSCHE,TAYCAN,2,2023-09-01
2023,Sep,SKODA,ENYAQ,43,2023-09-01
2023,Sep,SMART,FORTWO,6,2023-09-01
2023,Sep,SSANGYONG,KORANDO,2,2023-09-01
2023,Sep,TESLA,MODEL 3,64,2023-09-01
2023,Sep,TESLA,MODEL S,9,2023-09-01
2023,Sep,TESLA,MODEL Y,697,2023-09-01
2023,Sep,VOLKSWAGEN,E-GOLF,2,2023-09-01
2023,Sep,VOLKSWAGEN,ID.4,14,2023-09-01
2023,Sep,VOLKSWAGEN,ID.5,13,2023-09-01
2023,Sep,VOLVO,C40,15,2023-09-01
2023,Sep,VOLVO,XC40,13,2023-09-01
